id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,hrID,hdbID,verified,name
8467921,https://assets.nhle.com/mugs/nhl/20012002/OTT/8467921.png,Simon,Lajeunesse,35,G,L,73,178,185,81,1981-01-22,Quebec City,CAN,Quebec,"","",false,Simon Lajeunesse
8468037,https://assets.nhle.com/mugs/nhl/20012002/OTT/8468037.png,Martin,Prusek,35,G,R,74,176,188,80,1975-12-11,Ostrava,CZE,"","",false,"",Martin Prusek
8469455,https://assets.nhle.com/mugs/nhl/20022003/OTT/8469455.png,Jason,Spezza,19,C,R,75,219,191,99,1983-06-13,Toronto,CAN,Ontario,"","",false,Jason Spezza
8465035,https://assets.nhle.com/mugs/nhl/20022003/OTT/8465035.png,Joey,Tetarenko,33,R,R,74,214,188,97,1978-03-03,Prince Albert,CAN,Saskatchewan,"","",false,Joey Tetarenko
8468427,https://assets.nhle.com/mugs/nhl/20022003/OTT/8468427.png,Brian,Pothier,5,D,L,72,204,183,93,1977-04-15,New Bedford,USA,Massachusetts,"","",false,Brian Pothier
8445575,https://assets.nhle.com/mugs/nhl/20032004/OTT/8445575.png,Peter,Bondra,12,R,L,73,200,185,91,1968-02-07,Luck,UKR,"","",false,"",Peter Bondra
8469639,https://assets.nhle.com/mugs/nhl/20032004/OTT/8469639.png,Brooks,Laich,25,C,L,74,200,188,91,1983-06-23,Wawota,CAN,Saskatchewan,"","",false,Brooks Laich
8466421,https://assets.nhle.com/mugs/nhl/20032004/OTT/8466421.png,Serge,Payer,43,C,L,72,191,183,87,1979-05-09,Rockland,CAN,Ontario,"","",false,Serge Payer
8468535,https://assets.nhle.com/mugs/nhl/20032004/OTT/8468535.png,Antoine,Vermette,20,C,L,73,197,185,89,1982-07-20,St. Agapit,CAN,Quebec,"","",false,Antoine Vermette
8467399,https://assets.nhle.com/mugs/nhl/20032004/OTT/8467399.png,Julien,Vauclair,42,D,L,72,200,183,91,1979-10-02,Delemont,CHE,"","",false,"",Julien Vauclair
8467483,https://assets.nhle.com/mugs/nhl/20052006/OTT/8467483.png,Tyler,Arnason,39,C,L,71,204,180,93,1979-03-16,Oklahoma City,USA,Oklahoma,"","",false,Tyler Arnason
8470622,https://assets.nhle.com/mugs/nhl/20052006/OTT/8470622.png,Patrick,Eaves,44,R,R,71,203,180,92,1984-05-01,Calgary,CAN,Alberta,"","",false,Patrick Eaves
8468482,https://assets.nhle.com/mugs/nhl/20052006/OTT/8468482.png,Dany,Heatley,15,L,L,75,212,191,96,1981-01-21,Freiburg,DEU,"","",false,"",Dany Heatley
8467977,https://assets.nhle.com/mugs/nhl/20052006/OTT/8467977.png,Brian,McGrattan,16,R,R,76,235,193,107,1981-09-02,Hamilton,CAN,Ontario,"","",false,Brian McGrattan
8469575,https://assets.nhle.com/mugs/nhl/20052006/OTT/8469575.png,Christoph,Schubert,5,L,L,75,230,191,104,1982-02-05,Munich,DEU,"","",false,"",Christoph Schubert
8469515,https://assets.nhle.com/mugs/nhl/20052006/OTT/8469515.png,Tomas,Malec,41,D,L,74,215,188,98,1982-05-13,Skalica,SVK,"","",false,"",Tomas Malec
8459636,https://assets.nhle.com/mugs/nhl/20052006/OTT/8459636.png,Brad,Norton,6,D,L,76,230,193,104,1975-02-13,Cambridge,USA,Massachusetts,"","",false,Brad Norton
8468544,https://assets.nhle.com/mugs/nhl/20052006/OTT/8468544.png,Filip,Novak,46,D,L,72,203,183,92,1982-05-07,České Budějovice,CZE,"","",false,"",Filip Novak
8467486,https://assets.nhle.com/mugs/nhl/20052006/OTT/8467486.png,Mike,Morrison,33,G,L,75,194,191,88,1979-07-11,Medford,USA,Massachusetts,"","",false,Mike Morrison
8469546,https://assets.nhle.com/mugs/nhl/20062007/OTT/8469546.png,Danny,Bois,48,R,R,72,196,183,89,1983-06-01,Thunder Bay,CAN,Ontario,"","",false,Danny Bois
8470267,https://assets.nhle.com/mugs/nhl/20062007/OTT/8470267.png,Alexei,Kaigorodov,55,C,L,72,194,183,88,1983-07-29,Magnitogorsk,RUS,"","",false,"",Alexei Kaigorodov
8467884,https://assets.nhle.com/mugs/nhl/20062007/OTT/8467884.png,Oleg,Saprykin,61,L,L,73,190,185,86,1981-02-12,Moscow,RUS,"","",false,"",Oleg Saprykin
8470575,https://assets.nhle.com/mugs/nhl/20062007/OTT/8470575.png,Tom,Preissing,42,D,R,72,197,183,89,1978-12-03,Arlington Heights,USA,Illinois,"","",false,Tom Preissing
8469675,https://assets.nhle.com/mugs/nhl/20062007/OTT/8469675.png,Martin,Gerber,29,G,L,72,205,183,93,1974-09-03,Burgdorf,CHE,"","",false,"",Martin Gerber
8471760,https://assets.nhle.com/mugs/nhl/20072008/OTT/8471760.png,Cody,Bass,58,C,R,72,205,183,93,1987-01-07,Owen Sound,CAN,Ontario,"","",false,Cody Bass
8471334,https://assets.nhle.com/mugs/nhl/20072008/OTT/8471334.png,Alexander,Nikulin,41,C,L,73,198,185,90,1985-08-25,Perm,RUS,"","",false,"",Alexander Nikulin
8458943,https://assets.nhle.com/mugs/nhl/20072008/OTT/8458943.png,Cory,Stillman,61,L,L,72,193,183,88,1973-12-20,Peterborough,CAN,Ontario,"","",false,Cory Stillman
8474498,https://assets.nhle.com/mugs/nhl/20072008/OTT/8474498.png,Jesse,Winchester,18,C,R,73,205,185,93,1983-10-04,Long Sault,CAN,Ontario,"","",false,Jesse Winchester
8471763,https://assets.nhle.com/mugs/nhl/20072008/OTT/8471763.png,Ilya,Zubov,53,C,L,72,211,183,96,1987-02-14,Chelyabinsk,RUS,"","",false,"",Ilya Zubov
8471683,https://assets.nhle.com/mugs/nhl/20072008/OTT/8471683.png,Brian,Lee,5,D,R,75,200,191,91,1987-03-26,Moorhead,USA,Minnesota,"","",false,Brian Lee
8471634,https://assets.nhle.com/mugs/nhl/20082009/OTT/8471634.png,Ryan,Shannon,26,R,R,69,175,175,79,1983-03-02,Darien,USA,Connecticut,"","",false,Ryan Shannon
8474250,https://assets.nhle.com/mugs/nhl/20082009/OTT/8474250.png,Zack,Smith,15,L,L,74,208,188,94,1988-04-05,Maple Creek,CAN,Saskatchewan,"","",false,Zack Smith
8462225,https://assets.nhle.com/mugs/nhl/20082009/OTT/8462225.png,Filip,Kuba,17,D,L,76,225,193,102,1976-12-29,Ostrava,CZE,"","",false,"",Filip Kuba
8467357,https://assets.nhle.com/mugs/nhl/20092010/OTT/8467357.png,Jonathan,Cheechoo,41,R,R,73,206,185,93,1980-07-15,Moose Factory,CAN,Ontario,"","",false,Jonathan Cheechoo
8471972,https://assets.nhle.com/mugs/nhl/20092010/OTT/8471972.png,Ryan,Keller,44,R,R,70,196,178,89,1984-01-06,Saskatoon,CAN,Saskatchewan,"","",false,Ryan Keller
8470599,https://assets.nhle.com/mugs/nhl/20092010/OTT/8470599.png,Milan,Michalek,9,L,L,74,225,188,102,1984-12-07,Jindrichuv Hradec,CZE,"","",false,"",Milan Michalek
8475174,https://assets.nhle.com/mugs/nhl/20092010/OTT/8475174.png,Jared,Cowen,2,D,L,77,238,196,108,1991-01-25,Saskatoon,CAN,Saskatchewan,"","",false,Jared Cowen
8473953,https://assets.nhle.com/mugs/nhl/20092010/OTT/8473953.png,Derek,Smith,51,D,L,73,197,185,89,1984-10-13,Belleville,CAN,Ontario,"","",false,Derek Smith
8470800,https://assets.nhle.com/mugs/nhl/20092010/OTT/8470800.png,Mike,Brodeur,29,G,L,74,185,188,84,1983-03-30,Calgary,CAN,Alberta,"","",false,Mike Brodeur
8469461,https://assets.nhle.com/mugs/nhl/20092010/OTT/8469461.png,Pascal,Leclaire,33,G,L,74,202,188,92,1982-11-07,Repentigny,CAN,Quebec,"","",false,Pascal Leclaire
8473588,https://assets.nhle.com/mugs/nhl/20102011/OTT/8473588.png,Erik,Condra,22,R,R,71,185,180,84,1986-08-06,Trenton,USA,Michigan,"","",false,Erik Condra
8476205,https://assets.nhle.com/mugs/nhl/20102011/OTT/8476205.png,Stephane,Da Costa,24,C,R,71,180,180,82,1989-07-11,Paris,FRA,"","",false,"",Stephane Da Costa
8471862,https://assets.nhle.com/mugs/nhl/20102011/OTT/8471862.png,Colin,Greening,14,L,L,74,210,188,95,1986-03-09,St. John's,CAN,Newfoundland and Labrador,"","",false,Colin Greening
8466212,https://assets.nhle.com/mugs/nhl/20102011/OTT/8466212.png,Francis,Lessard,49,R,R,74,235,188,107,1979-05-30,Montréal,CAN,Quebec,"","",false,Francis Lessard
8469670,https://assets.nhle.com/mugs/nhl/20102011/OTT/8469670.png,Marek,Svatos,10,R,R,70,185,178,84,1982-06-17,Kosice,SVK,"","",false,"",Marek Svatos
8471368,https://assets.nhle.com/mugs/nhl/20102011/OTT/8471368.png,Roman,Wick,43,R,L,74,208,188,94,1985-12-30,Zuzwil,CHE,"","",false,"",Roman Wick
8474605,https://assets.nhle.com/mugs/nhl/20102011/OTT/8474605.png,Patrick,Wiercioch,46,D,L,77,202,196,92,1990-09-12,Burnaby,CAN,British Columbia,"","",false,Patrick Wiercioch
8470147,https://assets.nhle.com/mugs/nhl/20102011/OTT/8470147.png,Curtis,McElhinney,31,G,L,73,210,185,95,1983-05-23,London,CAN,Ontario,"","",false,Curtis McElhinney
8474566,https://assets.nhle.com/mugs/nhl/20112012/OTT/8474566.png,Nikita,Filatov,21,L,R,72,190,183,86,1990-05-25,Moscow,RUS,"","",false,"",Nikita Filatov
8474670,https://assets.nhle.com/mugs/nhl/20112012/OTT/8474670.png,Andre,Petersson,20,R,R,69,175,175,79,1990-09-11,Olofstrom,SWE,"","",false,"",Andre Petersson
8475164,https://assets.nhle.com/mugs/nhl/20112012/OTT/8475164.png,Jakob,Silfverberg,33,R,R,73,207,185,94,1990-10-13,Gavle,SWE,"","",false,"",Jakob Silfverberg
8475913,https://assets.nhle.com/mugs/nhl/20112012/OTT/8475913.png,Mark,Stone,61,R,R,75,217,191,98,1992-05-13,Winnipeg,CAN,Manitoba,"","",false,Mark Stone
8474068,https://assets.nhle.com/mugs/nhl/20112012/OTT/8474068.png,Kyle,Turris,7,C,R,73,190,185,86,1989-08-14,New Westminster,CAN,British Columbia,"","",false,Kyle Turris
8474697,https://assets.nhle.com/mugs/nhl/20112012/OTT/8474697.png,Mark,Borowiecki,74,D,L,74,204,188,93,1989-07-12,Ottawa,CAN,Ontario,"","",false,Mark Borowiecki
8475182,https://assets.nhle.com/mugs/nhl/20112012/OTT/8475182.png,David,Rundblad,7,D,R,74,187,188,85,1990-10-08,Lycksele,SWE,"","",false,"",David Rundblad
8471750,https://assets.nhle.com/mugs/nhl/20112012/OTT/8471750.png,Ben,Bishop,30,G,L,79,210,201,95,1986-11-21,Denver,USA,Colorado,"","",false,Ben Bishop
8475661,https://assets.nhle.com/mugs/nhl/20122013/OTT/8475661.png,Dave,Dziurzynski,59,L,L,75,224,191,102,1989-10-06,Lloydminster,CAN,Alberta,"","",false,Dave Dziurzynski
8471719,https://assets.nhle.com/mugs/nhl/20122013/OTT/8471719.png,Matt,Kassian,28,L,L,76,240,193,109,1986-10-28,Edmonton,CAN,Alberta,"","",false,Matt Kassian
8471314,https://assets.nhle.com/mugs/nhl/20122013/OTT/8471314.png,Mike,Lundin,10,D,L,74,190,188,86,1984-09-24,Burnsville,USA,Minnesota,"","",false,Mike Lundin
8470760,https://assets.nhle.com/mugs/nhl/20122013/OTT/8470760.png,Marc,Methot,3,D,L,76,230,193,104,1985-06-21,Ottawa,CAN,Ontario,"","",false,Marc Methot
8471676,https://assets.nhle.com/mugs/nhl/20132014/OTT/8471676.png,Bobby,Ryan,9,R,R,74,208,188,94,1987-03-17,Cherry Hill,USA,New Jersey,"","",false,Bobby Ryan
8475163,https://assets.nhle.com/mugs/nhl/20142015/OTT/8475163.png,Alex,Chiasson,90,R,R,76,208,193,94,1990-10-01,Montréal,CAN,Quebec,"","",false,Alex Chiasson
8476904,https://assets.nhle.com/mugs/nhl/20142015/OTT/8476904.png,Chris,Driedger,32,G,L,76,208,193,94,1994-05-18,Winnipeg,CAN,Manitoba,"","",false,Chris Driedger
8476288,https://assets.nhle.com/mugs/nhl/20152016/OTT/8476288.png,Ryan,Dzingel,10,L,L,72,190,183,86,1992-03-09,Wheaton,USA,Illinois,"","",false,Ryan Dzingel
8476323,https://assets.nhle.com/mugs/nhl/20152016/OTT/8476323.png,Max,McCormick,17,L,L,71,188,180,85,1992-05-01,De Pere,USA,Wisconsin,"","",false,Max McCormick
8477426,https://assets.nhle.com/mugs/nhl/20152016/OTT/8477426.png,Nicholas,Paul,21,L,L,75,223,191,101,1995-03-20,Mississauga,CAN,Ontario,"","",false,Nicholas Paul
8477210,https://assets.nhle.com/mugs/nhl/20152016/OTT/8477210.png,Buddy,Robinson,55,R,R,78,232,198,105,1991-09-30,Bellmawr,USA,New Jersey,"","",false,Buddy Robinson
8470602,https://assets.nhle.com/mugs/nhl/20152016/OTT/8470602.png,Dion,Phaneuf,2,D,L,76,222,193,101,1985-04-10,Edmonton,CAN,Alberta,"","",false,Dion Phaneuf
8478559,https://assets.nhle.com/mugs/nhl/20152016/OTT/8478559.png,Matthew,O'Connor,29,G,L,78,205,198,93,1992-02-14,Sault Ste. Marie,CAN,Ontario,"","",false,Matthew O'Connor
8478376,https://assets.nhle.com/mugs/nhl/20162017/OTT/8478376.png,Casey,Bailey,37,R,R,75,195,191,88,1991-10-27,Anchorage,USA,Alaska,"","",false,Casey Bailey
8470358,https://assets.nhle.com/mugs/nhl/20162017/OTT/8470358.png,Alexandre,Burrows,14,R,L,73,197,185,89,1981-04-11,Pincourt,CAN,Quebec,"","",false,Alexandre Burrows
8474018,https://assets.nhle.com/mugs/nhl/20162017/OTT/8474018.png,Christopher,DiDomenico,49,L,R,71,174,180,79,1989-02-20,Toronto,CAN,Ontario,"","",false,Christopher DiDomenico
8478400,https://assets.nhle.com/mugs/nhl/20162017/OTT/8478400.png,Colin,White,36,C,R,73,194,185,88,1997-01-30,Boston,USA,Massachusetts,"","",false,Colin White
8478469,https://assets.nhle.com/mugs/nhl/20162017/OTT/8478469.png,Thomas,Chabot,72,D,L,74,195,188,88,1997-01-30,Sainte-Marie,CAN,Quebec,"","",false,Thomas Chabot
8477971,https://assets.nhle.com/mugs/nhl/20162017/OTT/8477971.png,Andreas,Englund,39,D,L,75,189,191,86,1996-01-21,Stockholm,SWE,"","",false,"",Andreas Englund
8476279,https://assets.nhle.com/mugs/nhl/20162017/OTT/8476279.png,Jyrki,Jokipakka,23,D,L,75,215,191,98,1991-08-20,Tampere,FIN,"","",false,"",Jyrki Jokipakka
8479366,https://assets.nhle.com/mugs/nhl/20172018/OTT/8479366.png,Logan,Brown,27,C,L,78,218,198,99,1998-03-05,Raleigh,USA,North Carolina,"","",false,Logan Brown
8478488,https://assets.nhle.com/mugs/nhl/20172018/OTT/8478488.png,Filip,Chlapik,78,C,L,74,194,188,88,1997-06-03,Prague,CZE,"","",false,"",Filip Chlapik
8475168,https://assets.nhle.com/mugs/nhl/20172018/OTT/8475168.png,Matt,Duchene,95,C,L,71,195,180,88,1991-01-16,Haliburton,CAN,Ontario,"","",false,Matt Duchene
8480029,https://assets.nhle.com/mugs/nhl/20172018/OTT/8480029.png,Alex,Formenton,10,L,L,75,195,191,88,1999-09-13,Barrie,CAN,Ontario,"","",false,Alex Formenton
8475175,https://assets.nhle.com/mugs/nhl/20172018/OTT/8475175.png,Magnus,Paajarvi,56,L,L,75,206,191,93,1991-04-12,Norrkoping,SWE,"","",false,"",Magnus Paajarvi
8478268,https://assets.nhle.com/mugs/nhl/20172018/OTT/8478268.png,Jack,Rodewald,53,R,R,74,189,188,86,1994-02-14,Calgary,CAN,Alberta,"","",false,Jack Rodewald
8475328,https://assets.nhle.com/mugs/nhl/20172018/OTT/8475328.png,Ben,Sexton,26,C,R,71,196,180,89,1991-06-06,Ottawa,CAN,Ontario,"","",false,Ben Sexton
8476406,https://assets.nhle.com/mugs/nhl/20172018/OTT/8476406.png,Nicholas,Shore,23,C,R,73,198,185,90,1992-09-26,Denver,USA,Colorado,"","",false,Nicholas Shore
8476890,https://assets.nhle.com/mugs/nhl/20172018/OTT/8476890.png,Patrick,Sieloff,50,D,L,73,205,185,93,1994-05-15,Ann Arbor,USA,Michigan,"","",false,Patrick Sieloff
8471433,https://assets.nhle.com/mugs/nhl/20172018/OTT/8471433.png,Daniel,Taylor,70,G,L,72,198,183,90,1986-04-28,Plymouth,GBR,"","",false,"",Daniel Taylor
8479411,https://assets.nhle.com/mugs/nhl/20182019/OTT/8479411.png,Vitaly,Abramov,85,L,L,70,180,178,82,1998-05-08,Chelyabinsk,RUS,"","",false,"",Vitaly Abramov
8475423,https://assets.nhle.com/mugs/nhl/20182019/OTT/8475423.png,Darren,Archibald,90,R,L,75,210,191,95,1990-02-09,Newmarket,CAN,Ontario,"","",false,Darren Archibald
8478870,https://assets.nhle.com/mugs/nhl/20182019/OTT/8478870.png,Rudolfs,Balcers,92,L,L,71,182,180,83,1997-04-08,Liepaja,LVA,"","",false,"",Rudolfs Balcers
8480208,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480208.png,Drake,Batherson,19,R,R,75,200,191,91,1998-04-27,Fort Wayne,USA,Indiana,"","",false,Drake Batherson
8474571,https://assets.nhle.com/mugs/nhl/20182019/OTT/8474571.png,Mikkel,Boedker,89,L,L,71,207,180,94,1989-12-16,Brondby,DNK,"","",false,"",Mikkel Boedker
8480801,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480801.png,Brady,Tkachuk,7,L,L,76,221,193,100,1999-09-16,Scottsdale,USA,Arizona,"","",false,Brady Tkachuk
8480314,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480314.png,Max,Veronneau,14,R,R,73,193,185,88,1995-12-12,Ottawa,CAN,Ontario,"","",false,Max Veronneau
8480073,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480073.png,Erik,Brannstrom,26,D,L,70,185,178,84,1999-09-02,Eksjo,SWE,"","",false,"",Erik Brannstrom
8476331,https://assets.nhle.com/mugs/nhl/20182019/OTT/8476331.png,Dylan,DeMelo,2,D,R,72,195,183,88,1993-05-01,London,CAN,Ontario,"","",false,Dylan DeMelo
8475206,https://assets.nhle.com/mugs/nhl/20182019/OTT/8475206.png,Stefan,Elliott,29,D,R,73,190,185,86,1991-01-30,Vancouver,CAN,British Columbia,"","",false,Stefan Elliott
8474597,https://assets.nhle.com/mugs/nhl/20182019/OTT/8474597.png,Cody,Goloubef,17,D,R,73,190,185,86,1989-11-30,Mississauga,CAN,Ontario,"","",false,Cody Goloubef
8479320,https://assets.nhle.com/mugs/nhl/20182019/OTT/8479320.png,Max,Lajoie,58,D,L,73,196,185,89,1997-11-05,Quebec City,CAN,Quebec,"","",false,Max Lajoie
8478916,https://assets.nhle.com/mugs/nhl/20182019/OTT/8478916.png,Joey,Daccord,34,G,L,74,201,188,91,1996-08-19,Boston,USA,Massachusetts,"","",false,Joey Daccord
8477405,https://assets.nhle.com/mugs/nhl/20182019/OTT/8477405.png,Marcus,Hogberg,1,G,L,77,222,196,101,1994-11-25,Orebro,SWE,"","",false,"",Marcus Hogberg
8478833,https://assets.nhle.com/mugs/nhl/20192020/OTT/8478833.png,J.C.,Beaudin,64,C,R,73,196,185,89,1997-03-25,Longueuil,CAN,Quebec,"","",false,J.C. Beaudin
8477015,https://assets.nhle.com/mugs/nhl/20192020/OTT/8477015.png,Connor,Brown,28,R,R,72,181,183,82,1994-01-14,Toronto,CAN,Ontario,"","",false,Connor Brown
8480247,https://assets.nhle.com/mugs/nhl/20192020/OTT/8480247.png,Jonathan,Davidsson,49,R,R,71,185,180,84,1997-03-12,Tyreso,SWE,"","",false,"",Jonathan Davidsson
8477963,https://assets.nhle.com/mugs/nhl/20192020/OTT/8477963.png,Jayce,Hawryluk,13,R,R,71,196,180,89,1996-01-01,Yorkton,CAN,Saskatchewan,"","",false,Jayce Hawryluk
8480064,https://assets.nhle.com/mugs/nhl/20192020/OTT/8480064.png,Josh,Norris,9,C,L,74,195,188,88,1999-05-05,Oxford,USA,Michigan,"","",false,Josh Norris
8477149,https://assets.nhle.com/mugs/nhl/20192020/OTT/8477149.png,Scott,Sabourin,49,R,R,76,207,193,94,1992-07-30,Orleans,CAN,Ontario,"","",false,Scott Sabourin
8479458,https://assets.nhle.com/mugs/nhl/20192020/OTT/8479458.png,Nikita,Zaitsev,22,D,R,74,192,188,87,1991-10-29,Moscow,RUS,"","",false,"",Nikita Zaitsev
8478020,https://assets.nhle.com/mugs/nhl/20202021/OTT/8478020.png,Michael,Amadio,29,C,R,73,204,185,93,1996-05-13,Sault Ste. Marie,CAN,Ontario,"","",false,Michael Amadio
8478056,https://assets.nhle.com/mugs/nhl/20202021/OTT/8478056.png,Clark,Bishop,14,C,L,73,197,185,89,1996-03-29,St. John's,CAN,Newfoundland and Labrador,"","",false,Clark Bishop
8480448,https://assets.nhle.com/mugs/nhl/20202021/OTT/8480448.png,Parker,Kelly,45,L,L,72,190,183,86,1999-05-14,Camrose,CAN,Alberta,"","",false,Parker Kelly
8481596,https://assets.nhle.com/mugs/nhl/20202021/OTT/8481596.png,Shane,Pinto,57,C,R,75,201,191,91,2000-11-12,Franklin Square,USA,New York,"","",false,Shane Pinto
8482116,https://assets.nhle.com/mugs/nhl/20202021/OTT/8482116.png,Tim,Stützle,18,L,L,72,193,183,88,2002-01-15,Viersen,DEU,"","",false,"",Tim Stützle
8475766,https://assets.nhle.com/mugs/nhl/20202021/OTT/8475766.png,Austin,Watson,16,L,R,76,204,193,93,1992-01-13,Ann Arbor,USA,Michigan,"","",false,Austin Watson
8481629,https://assets.nhle.com/mugs/nhl/20202021/OTT/8481629.png,Olle,Alsing,52,D,L,71,170,180,77,1996-05-01,Uppsala,SWE,"","",false,"",Olle Alsing
8480879,https://assets.nhle.com/mugs/nhl/20202021/OTT/8480879.png,Jacob,Bernard-Docker,24,D,R,72,190,183,86,2000-06-30,Canmore,CAN,Alberta,"","",false,Jacob Bernard-Docker
8482245,https://assets.nhle.com/mugs/nhl/20202021/OTT/8482245.png,Artem,Zub,2,D,R,74,200,188,91,1995-10-03,Khabarovsk,RUS,"","",false,"",Artem Zub
8476341,https://assets.nhle.com/mugs/nhl/20202021/OTT/8476341.png,Anton,Forsberg,31,G,L,75,193,191,88,1992-11-27,Härnösand,SWE,"","",false,"",Anton Forsberg
8479406,https://assets.nhle.com/mugs/nhl/20202021/OTT/8479406.png,Filip,Gustavsson,32,G,L,74,184,188,83,1998-06-07,Skelleftea,SWE,"","",false,"",Filip Gustavsson
8479580,https://assets.nhle.com/mugs/nhl/20212022/OTT/8479580.png,Dylan,Gambrell,27,C,R,71,185,180,84,1996-08-26,Bonney Lake,USA,Washington,"","",false,Dylan Gambrell
8478874,https://assets.nhle.com/mugs/nhl/20212022/OTT/8478874.png,Adam,Gaudette,17,C,R,73,194,185,88,1996-10-03,Braintree,USA,Massachusetts,"","",false,Adam Gaudette
8478472,https://assets.nhle.com/mugs/nhl/20212022/OTT/8478472.png,Mathieu,Joseph,21,R,L,73,187,185,85,1997-02-09,Laval,CAN,Quebec,"","",false,Mathieu Joseph
8481657,https://assets.nhle.com/mugs/nhl/20212022/OTT/8481657.png,Viktor,Lodin,42,C,L,74,185,188,84,1999-06-02,Leksand,SWE,"","",false,"",Viktor Lodin
8481133,https://assets.nhle.com/mugs/nhl/20212022/OTT/8481133.png,Cole,Reinhardt,51,L,L,72,200,183,91,2000-02-01,Calgary,CAN,Alberta,"","",false,Cole Reinhardt
8477482,https://assets.nhle.com/mugs/nhl/20212022/OTT/8477482.png,Zachary,Sanford,13,L,L,76,206,193,93,1994-11-09,Salem,USA,Massachusetts,"","",false,Zachary Sanford
8481102,https://assets.nhle.com/mugs/nhl/20212022/OTT/8481102.png,Egor,Sokolov,75,L,R,75,222,191,101,2000-06-07,Yekaterinburg,RUS,"","",false,"",Egor Sokolov
8477471,https://assets.nhle.com/mugs/nhl/20212022/OTT/8477471.png,Dillon,Heatherington,29,D,L,76,215,193,98,1995-05-09,Calgary,CAN,Alberta,"","",false,Dillon Heatherington
8481575,https://assets.nhle.com/mugs/nhl/20212022/OTT/8481575.png,Lassi,Thomson,60,D,R,72,190,183,86,2000-09-24,Tampere,FIN,"","",false,"",Lassi Thomson
8481544,https://assets.nhle.com/mugs/nhl/20212022/OTT/8481544.png,Mads,Sogaard,40,G,L,79,196,201,89,2000-12-13,Aalborg,DNK,"","",false,"",Mads Sogaard
8478078,https://assets.nhle.com/mugs/nhl/20222023/OTT/8478078.png,Rourke,Chartier,67,C,L,71,190,180,86,1996-04-03,Saskatoon,CAN,Saskatchewan,"","",false,Rourke Chartier
8479337,https://assets.nhle.com/mugs/nhl/20222023/OTT/8479337.png,Alex,DeBrincat,12,R,R,68,178,173,81,1997-12-18,Farmington Hills,USA,Michigan,"","",false,Alex DeBrincat
8482092,https://assets.nhle.com/mugs/nhl/20222023/OTT/8482092.png,Ridly,Greig,17,C,L,72,183,183,83,2002-08-08,Lethbridge,CAN,Alberta,"","",false,Ridly Greig
8481422,https://assets.nhle.com/mugs/nhl/20222023/OTT/8481422.png,Jacob,Lucchini,36,C,L,72,180,183,82,1995-05-09,Trail,CAN,British Columbia,"","",false,Jacob Lucchini
8479345,https://assets.nhle.com/mugs/nhl/20222023/OTT/8479345.png,Jakob,Chychrun,6,D,L,74,220,188,100,1998-03-31,Boca Raton,USA,Florida,"","",false,Jakob Chychrun
8481679,https://assets.nhle.com/mugs/nhl/20222023/OTT/8481679.png,Maxence,Guenette,50,D,R,73,181,185,82,2001-04-28,L'Ancienne-Lorette,CAN,Quebec,"","",false,Maxence Guenette
8482095,https://assets.nhle.com/mugs/nhl/20222023/OTT/8482095.png,Tyler,Kleven,43,D,L,76,200,193,91,2002-01-10,Fargo,USA,North Dakota,"","",false,Tyler Kleven
8478491,https://assets.nhle.com/mugs/nhl/20222023/OTT/8478491.png,Jacob,Larsson,32,D,L,74,193,188,88,1997-04-29,Ljungby,SWE,"","",false,"",Jacob Larsson
8482105,https://assets.nhle.com/mugs/nhl/20222023/OTT/8482105.png,Jake,Sanderson,85,D,L,75,195,191,88,2002-07-08,Whitefish,USA,Montana,"","",false,Jake Sanderson
8480263,https://assets.nhle.com/mugs/nhl/20222023/OTT/8480263.png,Dylan,Ferguson,34,G,L,74,194,188,88,1998-09-20,Lantzville,CAN,British Columbia,"","",false,Dylan Ferguson
8480867,https://assets.nhle.com/mugs/nhl/20222023/OTT/8480867.png,Kevin,Mandolese,70,G,L,76,180,193,82,2000-08-22,Blainville,CAN,Quebec,"","",false,Kevin Mandolese
8482447,https://assets.nhle.com/mugs/nhl/20222023/OTT/8482447.png,Leevi,Merilainen,35,G,L,74,158,188,72,2002-08-13,Oulu,FIN,"","",false,"",Leevi Merilainen
8479393,https://assets.nhle.com/mugs/nhl/20242025/OTT/8479393.png,Noah,Gregor,C,L,72,192,183,87,1998-07-28,Beaumont,CAN,Alberta,"","",false,Noah Gregor
8475324,https://assets.nhle.com/mugs/nhl/20242025/OTT/8475324.png,Nick,Jensen,3,D,R,73,205,185,93,1990-09-21,Rogers,USA,Minnesota,"","",false,Nick Jensen
8444998,https://assets.nhle.com/mugs/nhl/19271928/TOR/8444998.png,Ace,Bailey,6,R,R,70,160,178,73,1903-07-03,Bracebridge,CAN,Ontario,"","",false,Ace Bailey
8447523,https://assets.nhle.com/mugs/nhl/19271928/TOR/8447523.png,Gerry,Lowrey,8,L,L,68,150,173,68,1906-02-14,Ottawa,CAN,Ontario,"","",false,Gerry Lowrey
