name,id,birthDate
Mario Larocque,larocma01,1978-04-24
Michel Larocque,larocmi01,1952-04-06
Claude Larose,laroscl02,1955-05-17
Guy Larose,larosgu01,1967-08-31
Pierre Larouche,laroupi01,1955-11-16
Steve Larouche,laroust01,1971-04-14
Guillaume Latendresse,latengu01,1987-05-24
Phil Latreille,latreph01,1938-04-22
Jeremy Lauzon,lauzoje01,1997-04-28
Eric Lavigne,laviger01,1972-11-04
Dominic Lavoie,lavoido01,1967-11-21
Raphael Lavoie,lavoira01,2000-09-25
Gord Laxton,laxtogo01,1955-03-16
Patrick Lebeau,lebeapa01,1970-03-17
Stéphan Lebeau,lebeast01,1968-02-28
Fern LeBlanc,leblafe01,1956-01-12
J.P. LeBlanc,leblajp01,1946-10-20
Louis Leblanc,leblalo01,1991-01-26
Vincent Lecavalier,lecavvi01,1980-04-21
Jackie Leclair,leclaja01,1929-05-30
Pascal Leclaire,leclapa01,1982-11-07
Rene Leclerc,leclere01,1947-11-12
Albert Leduc,leducal01,1902-11-22
Rich LeDuc,leducri01,1951-08-24
Bobby Lee,leebo01,1911-12-28
Guillaume Lefebvre,lefebgu01,1981-05-07
Patrice Lefebvre,lefebpa01,1967-06-28
Sylvain Lefebvre,lefebsy01,1967-10-14
Roger Leger,legerro01,1919-03-26
Claude Legris,legricl01,1956-11-06
Yanick Lehoux,lehouya01,1982-04-08
Jacques Lemaire,lemaija01,1945-09-07
Réjean Lemelin,lemelre01,1954-11-19
Alain Lemieux,lemieal01,1961-05-24
Bob Lemieux,lemiebo01,1944-12-16
Claude Lemieux,lemiecl01,1965-07-16
Jacques Lemieux,lemieja01,1943-04-08
Jean Lemieux,lemieje01,1952-05-31
Jocelyn Lemieux,lemiejo01,1967-11-18
Mario Lemieux,lemiema01,1965-10-05
Réal Lemieux,lemiere01,1945-01-03
Rich Lemieux,lemieri01,1951-04-19
Hec Lepine,lepinhe01,1897-12-07
Pit Lépine,lepinpi01,1901-07-30
François Leroux,leroufr01,1970-04-18
Gaston Leroux,lerouga01,1913-01-09
Jean-Yves Leroux,lerouje01,1976-06-24
Francis Lessard,lessafr01,1979-05-30
Junior Lessard,lessaju01,1980-05-26
Mario Lessard,lessama01,1954-06-25
Kris Letang,letankr01,1987-04-24
Pierre-Luc Letourneau-Leblond,letoupi01,1985-06-04
Jean-Louis Levasseur,levasje01,1949-06-16
Normand Leveille,leveino01,1963-01-10
Devon Levi,levide01,2001-12-27
Charles Linglet,linglch01,1982-06-22
Jacques Locas,locasja01,1926-02-12
Dave Logan,loganda01,1954-07-02
Robert Logan,loganro01,1964-02-22
Matthew Lombardi,lombama01,1982-03-18
Rod Lorrain,lorraro01,1914-07-26
Kevin Lowe,loweke01,1959-04-15
Tristan Luneau,luneatr01,2004-01-12
Roberto Luongo,luongro01,1979-04-04
Gilles Lupien,lupiegi01,1954-04-20
Maxime Macenauer,macenma01,1989-01-04
Don MacIver,macivdo01,1955-05-03
Fleming Mackell,mackefl01,1929-04-30
Olivier Magnan,magnaol01,1986-05-01
John Mahaffy,mahafjo01,1919-07-18
Jacques Mailhot,mailhja01,1961-12-05
Philippe Maillet,maillph01,1992-11-07
Frank Mailley,maillfr01,1916-08-01
Fern Majeau,majeafe01,1916-05-03
James Malatesta,malatja01,2003-05-31
Cliff Malone,maloncl01,1925-09-04
Joe Malone,malonjo01,1890-02-28
Steve Maltais,maltast01,1969-01-25
Tom Manastersky,manasto01,1929-03-07
Kevin Mandolese,mandoke01,2000-08-22
Jimmy Mann,mannji01,1959-04-17
Anthony Mantha,manthan01,1994-09-16
Georges Mantha,manthge01,1908-11-29
Sylvio Mantha,manthsy01,1902-04-14
Jonathan Marchessault,audymjo01,1990-12-27
Don Marcotte,marcodo01,1947-04-15
Daniel Marois,maroida01,1968-10-03
Jean Marois,maroije01,1924-05-11
Mario Marois,maroima01,1957-12-15
Gilles Marotte,marotgi01,1945-06-07
Don Marshall,marshdo01,1932-03-23
Danick Martel,marteda01,1994-12-12
Pit Martin,martipi01,1943-12-09
Rick Martin,martiri01,1951-07-26
Steve Martins,martist02,1972-04-13
Mike Matheson,mathemi01,1994-02-27
Christian Matte,mattech01,1975-01-20
Stéphane Matteau,mattest01,1969-09-02
Hazen McAndrew,mcandha01,1917-08-07
Bill McDonagh,mcdonbi01,1928-04-30
Jack McDonald,mcdonja01,1887-02-28
Bert McInenly,mcinebe01,1906-05-06
Randy McKay,mckayra02,1967-01-25
Tony McKegney,mckegto01,1958-02-15
Sean McKenna,mckense01,1962-03-07
Mike McMahon,mcmahmi02,1941-08-30
George McNaughton,mcnauge01,1897-04-04
Gerry McNeil,mcneige01,1926-04-17
Gord McRae,mcraego01,1948-04-12
Ron Meighan,meighro01,1963-05-26
Scott Mellanby,mellasc01,1966-06-11
Éric Meloche,melocer01,1976-05-01
Gilles Meloche,melocgi01,1950-07-12
Nicolas Meloche,melocni01,1997-07-18
Éric Messier,messier01,1973-10-29
Corrado Micalef,micalco01,1961-04-20
Olivier Michaud,michaol01,1983-09-14
Hib Milks,milkshi01,1899-04-01
Torrey Mitchell,mitchto01,1985-01-30
Sergio Momesso,momesse01,1965-09-04
Hartland Monahan,monahha01,1951-03-29
Armand Mondou,mondoar01,1905-06-27
Pierre Mondou,mondopi01,1955-11-27
Michel Mongeau,mongemi01,1965-02-09
Bob Mongrain,mongrbo01,1959-08-31
Sam Montembeault,montesa01,1996-10-30
Jim Montgomery,montgji01,1969-06-30
Dickie Moore,mooredi01,1931-01-06
Pete Morin,morinpe01,1915-12-08
Samuel Morin,morinsa01,1995-07-12
Stéphane Morin,morinst01,1969-03-27
Dave Morissette,morisda01,1971-12-24
Jean-Guy Morissette,morisje01,1937-12-16
Joey Mormina,mormijo01,1982-06-29
Jim Morrison,morriji01,1931-10-11
Ken Mosdell,mosdeke01,1922-07-13
Hal Murphy,murphha01,1927-07-06
Rob Murphy,murphro02,1969-04-07
Leo Murray,murrale01,1899-08-24
Terry Murray,murrate01,1950-07-20
Phil Myre,myreph01,1948-11-01
Rich Nantais,nantari01,1954-10-27
Alain Nasreddine,nasreal01,1975-07-10
Simon Nolet,noletsi01,1941-11-23
Maxim Noreau,noreama01,1987-05-24
Buddy O'Connor,oconnbu01,1916-06-21
George O'Grady,ogradge01,1891-06-08
Mike O'Neill,oneilmi01,1967-11-03
Gino Odjick,odjicgi01,1970-09-07
Gates Orlando,orlanga01,1962-11-13
Jimmy Orlando,orlanji01,1916-02-27
Maxime Ouellet,ouellma01,1981-06-17
Michel Ouellet,ouellmi01,1982-03-05
Ted Ouimet,ouimete01,1947-07-06
Paul Pageau,pageapa01,1959-10-01
Marcel Paille,paillma01,1932-12-08
Cédric Paquette,paquece01,1993-08-13
Bernie Parent,parenbe01,1945-04-03
Rich Parent,parenri01,1973-01-12
P.A. Parenteau,parenpi01,1983-03-24
Michel Parizeau,parizmi01,1948-04-09
Lester Patrick,patrile01,1883-12-30
Rollie Paulhus,paulhro01,1902-09-01
Jakob Pelletier,pelleja01,2001-03-07
Marcel Pelletier,pellema01,1927-12-06
Roger Pelletier,pellero01,1945-06-22
Steve Penney,pennest01,1961-02-02
Yaniv Perets,peretya01,2000-03-04
Joel Perrault,perrajo01,1983-04-06
Bob Perreault,perrebo01,1931-01-28
Fern Perreault,perrefe01,1927-03-31
Gilbert Perreault,perregi01,1950-11-13
Jacob Perreault,perreja01,2002-04-15
Mathieu Perreault,perrema01,1988-01-05
Yanic Perreault,perreya01,1971-04-04
Éric Perrin,perrier01,1975-11-01
David Perron,perroda01,1988-05-28
Jimmy Peters,peterji01,1922-10-02
Jimmy Peters,peterji02,1944-06-20
Michel Petit,petitmi01,1964-02-12
Alexandre Picard,picaral01,1985-07-05
Alexandre Picard,picaral02,1985-10-09
Michel Picard,picarmi01,1969-11-07
Noel Picard,picarno01,1938-12-25
Robert Picard,picarro02,1957-05-25
Roger Picard,picarro01,1935-01-13
Pierre Pilote,pilotpi01,1931-12-11
Didier Pitre,pitredi01,1883-09-01
Gerry Plamondon,plamoge01,1924-01-05
Jacques Plante,plantja01,1929-01-17
Pierre Plante,plantpi01,1951-05-14
Michel Plasse,plassmi01,1948-06-01
Adrien Plavsic,plavsad01,1970-01-13
Emile Poirier,poiriem01,1994-12-14
Jame Pollock,polloja01,1979-06-16
Jason Pominville,pominja01,1982-11-30
Félix Potvin,potvife01,1971-06-23
Daniel Poudrier,poudrda01,1964-02-15
Daniel Poulin,poulida01,1957-09-19
Kevin Poulin,poulike01,1990-04-12
Patrick Poulin,poulipa01,1973-04-23
Samuel Poulin,poulisa01,2001-02-25
Marc Pouliot,poulima01,1985-05-22
Yves Preston,prestyv01,1956-06-14
André Pronovost,pronoan01,1936-07-09
Claude Pronovost,pronocl01,1935-07-22
Jean Pronovost,pronoje01,1945-12-18
Marcel Pronovost,pronoma01,1930-06-15
Christian Proulx,proulch01,1973-12-10
Claude Provost,provocl01,1933-09-17
Jean Pusie,pusieje01,1910-10-15
Leo Quenneville,quennle01,1900-06-15
Stéphane Quintal,quintst01,1968-10-22
Jean-François Quintin,quintje01,1969-05-28
André Racicot,racican01,1969-06-09
Jonathan Racine,racinjo01,1993-05-28
Yves Racine,racinyv01,1969-02-07
Les Ramsay,ramsale01,1920-07-01
Jean Ratelle,ratelje01,1940-10-03
Jake Rathwell,rathwja01,1947-08-12
Alain Raymond,raymoal01,1965-06-24
Paul Raymond,raymopa01,1913-02-27
Mel Read,readme01,1922-04-10
Brandon Reid,reidbr01,1981-03-09
Herb Rheaume,rheauhe01,1900-01-12
Pascal Rhéaume,rheaupa01,1973-06-21
Mike Ribeiro,ribeimi01,1980-02-10
Anthony Richard,richaan01,1996-12-20
Henri Richard,richahe01,1936-02-29
Jacques Richard,richaja01,1952-10-07
Jean-Marc Richard,richaje01,1966-10-08
Maurice Richard,richama01,1921-08-04
Bob Richer,richebo01,1951-03-05
Stéphane Richer,richest01,1966-04-23
Stéphane Richer,richest02,1966-06-07
Vincent Riendeau,riendvi01,1966-04-20
Marshall Rifai,rifaima01,1998-03-16
Pierre Rioux,riouxpi01,1962-02-01
Bob Ritchie,ritchbo01,1955-02-20
Dave Ritchie,ritchda01,1892-01-12
Bob Rivard,rivarbo01,1939-08-01
Fern Rivard,rivarfe01,1946-01-18
Mario Roberge,roberma01,1964-01-25
Serge Roberge,roberse01,1965-03-31
Claude Robert,robercl01,1928-08-10
René Robert,roberre01,1948-12-31
Stéphane Robidas,robidst01,1977-03-03
Earl Robinson,robinea01,1907-03-11
Louis Robitaille,robitlo01,1982-03-16
Luc Robitaille,robitlu01,1966-02-17
Ernie Roche,rocheer01,1930-02-04
Leon Rochefort,rochele01,1939-05-04
Normand Rochefort,rocheno01,1961-01-28
Marc Rodgers,rodgema01,1972-03-16
Roberto Romano,romanro01,1962-10-10
Bobby Rousseau,roussbo01,1940-07-26
Guy Rousseau,roussgu01,1934-12-21
Roland Rousseau,roussro01,1929-12-01
Dominic Roussel,roussdo01,1970-02-22
Jean-Marc Routhier,routhje01,1968-02-02
Jean-Yves Roy,royje01,1969-02-17
Joshua Roy,royjo01,2003-08-06
Kevin Roy,royke01,1993-05-20
Mathieu Roy,royma01,1983-08-10
Nicolas Roy,royni01,1997-02-05
Patrick Roy,roypa01,1965-10-05
Stéphane Roy,royst01,1967-06-29
Gaétan Royer,royerga01,1976-03-13
Rémi Royer,royerre01,1978-02-12
Gino Rozzini,rozzigi01,1918-10-24
Dany Sabourin,sabouda01,1980-09-02
Jérôme Samson,samsoje01,1987-09-04
Yves Sarault,sarauyv01,1972-12-23
Dick Sarrazin,sarradi01,1946-01-22
Bernie Saunders,saundbe01,1956-06-21
Bob Sauvé,sauvebo01,1955-06-17
J.F. Sauvé,sauveje01,1960-01-23
Yann Sauvé,sauveya01,1990-02-18
Reggie Savage,savagre01,1970-05-01
André Savard,savaran01,1953-02-09
David Savard,savarda01,1990-10-22
Denis Savard,savarde01,1961-02-04
Jean Savard,savarje01,1957-04-26
Serge Savard,savarse01,1946-01-22
Marco Scandella,scandma01,1990-02-23
Pierre Sévigny,sevigpi01,1971-09-08
Richard Sévigny,sevigri01,1957-04-11
Daniel Shank,shankda01,1967-05-12
Scott Sharples,sharpsc01,1968-03-01
Frank Sheppard,sheppfr01,1907-10-19
Johnny Sheppard,sheppjo01,1903-07-23
Martin Simard,simarma01,1966-06-25
Bobby Simpson,simpsbo01,1956-11-17
Reg Sinclair,sinclre01,1925-03-06
Bob Sirois,siroibo01,1954-02-06
Louis Sleigher,sleiglo01,1958-10-23
Tod Sloan,sloanto01,1927-11-30
Derek Smith,smithde02,1954-07-31
John Smrke,smrkejo01,1956-02-25
Bob Sneddon,sneddbo01,1944-05-31
Christian Soucy,soucych01,1970-09-14
Martin St. Amour,stamoma01,1970-01-30
Frédéric St. Denis,stdenfr01,1986-01-23
Bruno St. Jacques,stjacbr01,1980-08-22
André St. Laurent,stlauan01,1953-02-16
Dollard St. Laurent,stlaudo01,1929-05-12
Sam St. Laurent,stlausa01,1959-02-16
Martin St. Louis,stlouma01,1975-06-18
Claude St. Sauveur,stsaucl01,1952-01-02
Paul Stastny,stastpa01,1985-12-27
Yan Stastny,stastya01,1982-09-30
Ronnie Stern,sternro01,1967-01-11
Anthony Stewart,stewaan01,1985-01-05
Nels Stewart,stewane01,1902-12-29
P.J. Stock,stockpj01,1975-05-26
Bob Sullivan,sullibo01,1957-11-29
Jean-Guy Talbot,talboje01,1932-07-11
Maxime Talbot,talboma01,1984-02-11
Dale Tallon,talloda01,1950-10-19
Alex Tanguay,tangual01,1979-11-21
Christian Tanguay,tanguch01,1962-08-04
Marc Tardif,tardima01,1949-06-12
Patrice Tardif,tardipa01,1970-10-30
Joel Teasdale,teasdjo01,1999-03-11
José Théodore,theodjo01,1976-09-13
Gaston Therrien,therrga01,1960-05-27
Gilles Thibaudeau,thibagi01,1963-03-04
Jocelyn Thibault,thibajo01,1975-01-12
Fred Thurier,thurifr01,1916-01-11
Mario Thyer,thyerma01,1966-09-29
Glenn Tomalty,tomalgl01,1954-07-23
Josh Tordjman,tordjjo01,1985-01-11
Jacques Toupin,toupija01,1910-11-10
Patrick Traverse,travepa01,1974-03-14
Gilles Tremblay,trembgi01,1938-12-17
J.C. Tremblay,trembjc01,1939-01-22
Mario Tremblay,trembma02,1956-09-02
Nils Tremblay,trembni01,1923-07-26
Vincent Tremblay,trembvi01,1959-10-21
Yannick Tremblay,trembya01,1975-11-15
Pascal Trépanier,trepapa01,1973-09-04
Guy Trottier,trottgu01,1941-04-01
Dominic Turgeon,turgedo01,1996-02-25
Pierre Turgeon,turgepi01,1969-08-28
Sylvain Turgeon,turgesy01,1965-01-17
Ian Turnbull,turnbia01,1953-12-22
Nick Vachon,vachoni01,1972-07-20
Rogie Vachon,vachoro01,1945-09-08
Carol Vadnais,vadnaca01,1945-09-25
Moose Vasko,vaskomo01,1935-12-11
Stéphane Veilleux,veillst01,1981-11-16
Joe Veleno,velenjo01,2000-01-13
Randy Velischek,velisra01,1962-02-10
Antoine Vermette,vermean01,1982-07-20
Claude Verret,verrecl01,1963-04-20
Georges Vezina,vezinge01,1887-01-21
Jeffrey Viel,vielje01,1997-01-28
Alain Vigneault,vigneal01,1961-05-14
Gilles Villemure,villegi01,1940-05-30
Dan Vincelette,vinceda01,1967-08-01
Marc-Édouard Vlasic,vlasima01,1987-03-30
Jimmy Waite,waiteji01,1969-04-15
Daniel Walcott,walcoda01,1994-02-19
Ben Walter,waltebe01,1984-05-11
Jim Watson,watsoji01,1943-06-28
Phil Watson,watsoph01,1914-04-24
Wally Weir,weirwa01,1954-06-03
Moe White,whitemo01,1919-07-28
Peter White,whitepe01,1969-03-15
Archie Wilcox,wilcoar01,1903-05-09
Derek Wilkinson,wilkide01,1974-07-29
Christian Wolanin,wolanch01,1995-03-17
Bernie Wolfe,wolfebe01,1951-12-18
Peter Worrell,worrepe01,1977-08-18
Gump Worsley,worslgu01,1929-05-14
Ross Yates,yatesro01,1959-06-18
Matthew Yeats,yeatsma01,1979-04-06
Larry Zeidel,zeidela01,1928-06-01
Rob Zettler,zettlro01,1968-03-08
Sid Abel,abelsi01,1918-02-22
Dennis Abgrall,abgrade01,1953-04-24
Lloyd Ailsby,ailsbll01,1917-05-11
Gary Aldcorn,aldcoga01,1935-03-07
Keith Allen,allenke01,1923-08-21
Red Almas,almasre01,1924-04-26
Dale Anderson,anderda01,1932-03-05
Mel Angelstad,angelme01,1972-10-31
Jim Archibald,archiji01,1961-06-06
Josh Archibald,archijo01,1992-10-06
Chris Armstrong,armstch01,1975-06-26
Colby Armstrong,armstco01,1982-11-23
Murray Armstrong,armstmu01,1916-01-01
Riley Armstrong,armstri01,1984-11-08
Brent Ashton,ashtobr01,1960-05-18
Frank Ashworth,ashwofr01,1927-10-16
Blair Atcheynum,atchebl01,1969-04-20
Keith Aulie,aulieke01,1989-06-11
Ace Bailey,bailega01,1948-06-13
Mike Bales,balesmi01,1971-08-06
Murray Balfour,balfomu01,1936-08-24
Dave Balon,balonda01,1938-08-02
Robin Bartel,bartero01,1961-05-16
Bob Baun,baunbo01,1936-09-09
Ryan Bayda,baydary01,1980-12-09
Sandy Beadle,beadlsa01,1960-07-12
Ethan Bear,bearet01,1997-06-26
Norm Beaudin,beaudno01,1941-11-28
Adam Beckman,beckmad01,2001-05-10
James Bedard,bedarja01,1927-11-19
Wade Belak,belakwa01,1976-07-03
Huddy Bell,bellha01,1925-10-31
Curt Bennett,bennecu01,1948-03-27
Harvey Bennett,benneha01,1925-07-23
Doug Bentley,bentldo01,1916-09-03
Max Bentley,bentlma01,1920-03-01
Reg Bentley,bentlre01,1914-05-03
Red Berenson,berenre01,1939-12-08
Todd Bergen,bergeto01,1963-07-11
Phil Besler,besleph01,1913-12-09
Dwight Bialowas,bialodw01,1952-09-08
Byron Bitz,bitzby01,1984-07-21
James Black,blackja01,1969-08-15
Mike Blaisdell,blaismi01,1960-01-18
Ron Boehm,boehmro01,1943-08-14
Garth Boesch,boescga01,1920-10-07
Buzz Boll,bollbu01,1911-03-06
Derek Boogaard,boogade01,1982-06-23
Laurie Boschman,boschla01,1960-06-04
Bob Bourne,bournbo01,1954-06-21
Johnny Bower,bowerjo01,1924-11-08
Tyler Bozak,bozakty01,1986-03-19
Lyle Bradley,bradlly01,1943-07-31
Russ Brayshaw,braysru01,1918-01-17
Sheldon Brookbank,brooksh01,1980-10-03
Wade Brookbank,brookwa01,1977-09-29
Willie Brossart,brosswi01,1949-05-29
Cam Brown,brownca01,1969-05-15
Curtis Brown,browncu01,1976-02-12
Dave Brown,brownda01,1962-10-12
Jeff Buchanan,buchaje01,1971-05-23
Kelly Buchberger,buchbke01,1966-12-02
Tyler Bunz,bunzty01,1992-02-11
Glen Burdon,burdogl01,1954-08-04
Garth Butcher,butchga01,1963-01-08
Dick Butler,butledi01,1926-06-02
Gord Buttrey,buttrgo01,1926-03-17
Steve Buzinski,buzinst01,1917-10-15
Lyndon Byers,byersly01,1964-02-29
Drew Callander,calladr01,1956-08-17
Jock Callander,callajo01,1961-04-23
Scotty Cameron,camersc01,1921-11-05
Lorne Carr,carrlo01,1910-07-02
Dwight Carruthers,carrudw01,1944-11-07
Brett Carson,carsobr01,1985-11-29
Lindsay Carson,carsoli01,1960-11-21
Joe Carveth,carvejo01,1918-03-21
Colby Cave,caveco01,1994-12-26
Rene Chapdelaine,chapdre01,1966-09-27
Blair Chapman,chapmbl01,1956-06-13
Rourke Chartier,chartro01,1996-04-03
Kelly Chase,chaseke01,1967-10-25
Mike Chernoff,chernmi01,1946-05-13
Tim Cheveldae,cheveti01,1968-02-15
Jack Church,churcja01,1915-05-24
Kim Clackson,clackki01,1955-02-13
Kale Clague,claguka01,1998-06-05
Brett Clark,clarkbr01,1976-12-23
Wendel Clark,clarkwe01,1966-10-25
Greg Classen,classgr01,1977-08-24
Braydon Coburn,coburbr01,1985-02-27
Hugh Coflin,coflihu01,1928-12-15
Sean Collins,collise02,1988-12-29
Les Colwill,colwile01,1935-01-01
Blake Comeau,comeabl01,1986-02-18
Ed Cooper,coopeed01,1960-08-28
Chuck Corrigan,corrich01,1916-05-22
Gerry Couture,coutuge01,1925-08-06
Jared Cowen,cowenja01,1991-01-25
Adam Cracknell,crackad01,1985-07-15
Barry Cummins,cummiba01,1949-01-25
Hugh Currie,currihu01,1925-10-22
Kevin Dahl,dahlke01,1968-12-30
Rod Dallman,dallmro01,1967-01-26
Scott Daniels,daniesc01,1969-09-19
Lorne Davis,davislo01,1930-07-20
Bob Dawes,dawesbo01,1924-11-29
Don Deacon,deacodo01,1913-06-02
Barry Dean,deanba01,1955-02-26
Ron Delorme,delorro01,1955-09-03
Guy Delparte,delpagu01,1949-08-30
Lulu Denis,denislu01,1928-06-07
Tom Dewar,dewarto01,1913-06-10
Robert Dirk,dirkro01,1966-08-20
Kevin Doell,doellke01,1979-07-15
Derek Dorsett,dorsede01,1986-12-20
Devan Dubnyk,dubnyde01,1986-05-04
Duke Dukowski,dukowdu01,1902-08-30
Mathew Dumba,dumbama01,1994-07-25
Rocky Dundas,dundaro01,1967-01-30
Dave Dunn,dunnda01,1948-08-19
Ed Dyck,dycked01,1950-10-29
Henry Dyck,dyckhe01,1912-09-05
Jordan Eberle,eberljo01,1990-05-15
Gerry Ehman,ehmange01,1932-11-03
Dan Ellis,ellisda01,1980-06-19
Pat Elynuik,elynupa01,1967-10-30
Shane Endicott,endicsh01,1981-12-21
Jerry Engele,engelje01,1950-11-26
Grant Erickson,erickgr01,1947-04-28
Len Esau,esaule01,1968-06-03
Todd Ewen,ewento01,1966-03-22
Garnet Exelby,exelbga01,1981-08-16
Bernie Federko,federbe01,1956-05-12
Brent Fedyk,fedykbr01,1967-03-08
Mark Ferner,fernema01,1965-09-05
Dunc Fisher,fishedu01,1927-08-30
Fern Flaman,flamafe01,1927-01-25
Haydn Fleury,fleurha01,1996-07-08
Theo Fleury,fleurth01,1968-06-29
Dan Focht,fochtda01,1977-12-31
Bill Folk,folkbi01,1927-07-11
Jack Forsey,forseja01,1914-11-07
Hec Fowler,fowlehe01,1892-10-14
Bobby Francis,francbo01,1958-12-05
Emile Francis,francem01,1926-09-13
Jimmy Franks,frankji01,1914-11-08
Jeff Friesen,friesje01,1976-08-05
Perry Ganchar,ganchpe01,1963-10-28
Bert Gardiner,gardibe01,1913-03-25
Rhett Gardner,gardnrh01,1996-02-28
Scott Garland,garlasc01,1952-05-16
Michael Garnett,garnemi01,1982-11-25
Ryan Getzlaf,getzlry01,1985-05-10
Barry Gibbs,gibbsba01,1948-09-28
Brent Gilchrist,gilchbr01,1967-04-03
Don Gillen,gilledo01,1960-12-24
Clark Gillies,gillicl01,1954-04-07
Larry Giroux,giroula01,1951-08-28
Tanner Glass,glassta01,1983-11-29
Curtis Glencross,glenccu01,1982-12-28
Lorry Gloeckner,gloeclo01,1956-01-25
Boyd Gordon,gordobo01,1983-10-19
Fred Gordon,gordofr01,1900-05-06
Dirk Graham,grahadi01,1959-07-29
Ron Greschner,grescro01,1954-12-22
Lloyd Gronsdahl,gronsll01,1921-05-10
Eric Gryba,grybaer01,1988-04-14
Marc Habscheid,habscma01,1963-03-01
Brandon Hagel,hagelbr01,1998-08-27
Bill Hajt,hajtbi01,1951-11-18
Chris Hajt,hajtch01,1978-07-05
Jayden Halbgewachs,halbgja01,1997-03-22
Glenn Hall,hallgl01,1931-10-03
Taylor Hall,hallta01,1964-02-20
Ted Hampson,hampste01,1936-12-11
Tavis Hansen,hanseta01,1975-06-17
Josh Harding,hardijo01,1984-06-18
John Harms,harmsjo01,1925-04-25
Terry Harper,harpete01,1940-01-27
Gizzy Hart,hartgi01,1902-06-01
Scott Hartnell,hartnsc01,1982-04-18
Bob Hassard,hassabo01,1929-03-26
Neil Hawryliw,hawryne01,1955-11-09
Jayce Hawryluk,hawryja01,1996-01-01
Bill Hay,haybi01,1935-12-09
Jim Hay,hayji01,1931-05-15
Lionel Heinrich,heinrli01,1934-04-20
Tony Hemmerling,hemmeto01,1914-05-15
Jordan Hendry,hendrjo02,1984-02-23
Lorne Henning,hennilo01,1952-02-22
Dale Henry,henryda01,1964-09-24
Chris Herperger,herpech01,1974-02-24
Jason Herter,herteja01,1970-10-02
Shaun Heshka,heshksh01,1985-07-30
Jamie Heward,hewarja01,1971-03-30
Bryan Hextall,hextabr01,1913-07-31
Bill Hicke,hickebi01,1938-03-31
Ernie Hicke,hickeer01,1947-11-07
Brian Hill,hillbr01,1957-01-12
Bob Hoffmeyer,hoffmbo01,1955-07-27
Bruce Hoffort,hoffobr01,1966-07-30
Bill Hogaboam,hogabbi01,1949-09-05
Dale Hoganson,hoganda01,1949-07-08
Terry Hollinger,hollite01,1971-02-24
Bud Holloway,hollobu01,1988-03-01
Braden Holtby,holtbbr01,1989-09-16
Doug Horbul,horbudo01,1952-07-27
Darcy Hordichuk,hordida01,1980-08-10
Larry Hornung,hornula01,1945-11-10
Gordie Howe,howego01,1928-03-31
Vic Howe,howevi01,1929-11-02
Jim Hrycuik,hrycuji01,1949-10-07
Greg Hubick,hubicgr01,1951-11-12
Fran Huck,huckfr01,1945-12-04
Fred Hucul,huculfr01,1931-12-04
Connor Ingram,ingraco01,1997-03-31
Frank Ingram,ingrafr01,1907-09-17
Randy Ireland,irelara01,1957-04-05
Gerry James,jamesge01,1934-10-22
Lou Jankowski,jankolo01,1931-06-27
Tanner Jeannot,jeannta01,1997-05-29
Grant Jennings,jennigr01,1965-05-05
Glenn Johannesen,johangl01,1962-02-15
Chad Johnson,johnsch02,1986-06-10
Norm Johnson,johnsno01,1932-11-27
Reese Johnson,johnsre01,1998-07-10
Marshall Johnston,johnsma01,1941-06-06
Blair Jones,jonesbl01,1986-09-27
Kevin Kaminski,kaminke01,1969-03-13
Boyd Kane,kanebo01,1978-04-18
Dave Karpa,karpada01,1971-05-07
Ralph Keller,kellera01,1936-02-06
Ryan Keller,kellery01,1984-01-06
Dean Kennedy,kennede01,1963-01-18
Reg Kerr,kerrre01,1957-10-16
Darin Kimble,kimblda01,1968-11-22
D.J. King,kingdj01,1984-06-27
Dwight King,kingdw01,1989-07-05
Bob Kirkpatrick,kirkpbo01,1915-12-01
Mark Kirton,kirtoma01,1958-02-03
Ralph Klassen,klassra01,1955-09-15
Lloyd Klein,kleinll01,1910-01-13
Terry Kleisinger,kleiste01,1960-10-22
Gord Kluzak,kluzago01,1964-03-04
Dieter Kochan,kochadi01,1974-05-11
Kevin Korchinski,korchke01,2004-06-21
Kaedan Korczak,korczka01,2001-01-29
Cliff Koroll,korolcl01,1946-10-01
Roger Kortko,kortkro01,1963-02-01
Don Kozak,kozakdo01,1952-02-02
Skip Krake,krakesk01,1943-10-14
Darcy Kuemper,kuempda01,1990-05-05
Chris Kunitz,kunitch01,1979-09-26
Orland Kurtenbach,kurteor01,1936-09-07
Joel Kwiatkowski,kwiatjo01,1977-03-22
Bill Kyle,kylebi01,1924-12-23
Gus Kyle,kylegu01,1923-09-11
Elmer Lach,lachel01,1918-01-22
Brooks Laich,laichbr01,1983-06-23
Quintin Laing,laingqu01,1979-06-08
Robbie Laird,lairdro01,1954-12-29
Mark Lamb,lambma01,1964-08-03
Lane Lambert,lambela01,1964-11-18
Jack Lancien,lancija01,1923-06-14
Jeff Lank,lankje01,1975-03-01
Norm Larson,larsono01,1920-10-13
James Latos,latosja01,1966-01-04
Brad Lauer,lauerbr01,1966-10-27
Hal Laycoe,laycoha01,1922-06-23
Larry Leach,leachla01,1936-06-18
Jim Leavins,leaviji01,1960-07-28
Bill Lecaine,lecaibi01,1940-03-11
Walt Ledingham,ledinwa01,1950-10-26
Taylor Leier,leierta01,1994-02-15
Moe Lemay,lemaymo01,1962-02-18
Bill Lesuk,lesukbi01,1946-11-01
